age,workclass,finalweigth,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,final
31,77,263561,17,13,58,31,46,98,56,0,2246,45,95,9
41,77,224799,87,10,58,23,46,98,56,0,0,40,95,8
42,85,89942,87,10,58,23,46,98,56,0,0,40,95,8
20,77,238685,87,10,62,82,65,98,34,0,0,30,95,8
54,77,38795,7,5,86,23,96,98,56,0,0,40,95,8
55,77,90414,17,13,59,23,96,98,34,0,0,55,49,8
21,77,190805,39,9,58,41,46,98,56,0,0,32,95,8
52,77,23780,16,11,58,31,46,98,56,0,1977,45,95,9
19,77,285263,39,9,62,11,70,98,56,0,0,40,95,8
33,77,177331,16,11,58,23,46,18,56,0,0,40,95,8
22,77,347530,39,9,86,68,96,18,34,0,0,35,95,8
59,77,230039,39,9,62,31,96,98,34,0,625,38,95,8
17,10,210547,1,6,62,10,70,98,56,0,0,40,95,8
31,77,204752,3,8,62,82,70,98,56,0,0,32,95,8
74,85,104001,39,9,58,82,46,98,56,0,0,40,95,9
45,77,253116,1,6,25,68,96,18,34,0,0,40,95,8
36,77,169037,39,9,62,11,65,98,34,0,0,40,95,8
35,84,202027,87,10,25,31,65,98,56,0,0,60,95,8
45,77,170099,87,10,25,23,65,98,56,0,0,40,95,8
42,85,212847,39,9,62,32,70,98,56,0,0,85,95,8
50,89,307392,60,14,25,79,96,98,34,0,0,40,95,8
39,77,233428,39,9,25,31,67,98,34,0,0,40,95,8
44,77,355728,87,10,86,31,65,98,56,0,1980,45,30,8
52,77,177995,4,2,58,32,46,98,56,0,0,56,61,9
24,77,283613,17,13,62,79,65,98,56,0,0,43,95,8
56,84,184598,7,5,58,93,46,98,56,0,0,99,95,8
27,77,185647,39,9,58,55,46,98,56,0,0,50,95,9
47,84,192894,17,13,58,31,46,98,56,0,1902,45,95,9
40,85,284706,78,15,58,79,46,12,56,0,1977,60,95,9
38,77,179579,39,9,62,79,65,98,56,0,0,40,95,8
27,77,131679,16,11,25,82,65,98,34,0,0,40,95,8
52,77,132973,39,9,25,11,96,98,34,0,0,38,95,8
22,77,154713,39,9,25,82,70,98,56,0,0,40,95,8
41,77,121718,87,10,58,23,46,98,56,0,0,40,50,8
30,77,255279,39,9,25,11,96,98,34,0,0,20,95,8
55,77,202559,17,13,58,68,67,14,56,0,0,35,72,8
25,77,123095,87,10,62,11,70,98,56,0,1590,40,95,8
32,77,153326,17,13,58,79,67,98,56,0,0,40,95,8
28,77,75695,87,10,86,68,65,98,34,0,0,60,95,8
33,84,206609,39,9,58,31,46,98,56,0,0,50,95,8
17,77,234780,39,9,62,32,70,18,56,0,0,40,95,8
27,77,178778,39,9,58,93,46,98,56,0,0,40,95,8
55,77,171355,16,11,58,55,46,98,56,0,0,20,95,8
63,33,95680,87,10,58,91,46,98,56,0,0,18,95,9
39,77,196673,39,9,58,68,100,98,34,5013,0,40,95,8
51,33,73670,26,16,58,79,46,98,56,4386,0,52,95,9
67,85,139960,6,4,58,23,46,98,56,0,0,40,95,8
41,84,397280,17,13,58,31,46,98,56,0,0,72,10,8
27,77,60374,39,9,99,23,96,98,34,0,1594,26,95,8
54,77,421561,60,14,58,31,46,98,56,0,0,45,95,9
59,77,245196,1,6,58,93,46,18,56,0,0,40,95,9
18,77,27620,39,9,62,11,65,98,34,0,0,25,95,8
19,77,187570,39,9,62,23,70,98,56,0,0,20,95,8
31,77,102884,39,9,58,55,46,98,56,0,0,50,95,8
17,77,228399,2,7,62,68,70,98,34,0,0,7,95,8
42,77,340234,39,9,58,91,46,14,56,15024,0,40,95,9
37,77,176293,87,10,59,79,65,98,34,0,0,30,95,8
51,54,108435,39,9,58,23,46,98,56,0,0,40,95,8
48,77,161187,39,9,62,11,65,98,34,2463,0,40,95,8
23,77,278391,39,9,62,93,70,98,56,0,0,40,95,8
27,77,157941,16,11,58,82,46,98,56,0,0,45,95,8
25,77,182866,39,9,62,41,70,98,56,0,0,40,95,8
69,77,370888,15,12,25,11,65,98,34,2964,0,6,36,8
30,77,206512,17,13,62,31,65,98,56,0,0,44,95,8
33,77,357954,39,9,58,41,46,98,56,0,0,35,47,8
28,77,189346,39,9,62,41,70,98,56,0,0,48,95,8
45,77,234652,5,3,58,55,46,98,56,0,0,40,61,8
25,77,113436,87,10,62,11,70,98,56,0,0,15,95,8
37,77,204145,16,11,58,23,46,98,56,0,0,45,95,9
59,77,157305,75,1,62,55,65,98,56,0,0,40,27,8
26,77,104045,39,9,62,68,70,98,34,0,0,30,95,8
48,77,280422,87,10,86,68,65,98,34,0,0,25,71,8
64,33,173754,39,9,58,11,46,98,56,0,0,40,95,8
39,77,211154,17,13,58,91,46,98,56,0,0,50,95,8
24,77,321435,17,13,62,11,65,98,56,0,0,40,95,8
40,89,177083,60,14,62,31,65,98,34,0,0,35,95,8
46,77,178829,60,14,59,31,65,98,56,0,0,70,95,9
35,33,287658,87,10,58,80,46,18,56,0,0,40,95,9
43,77,209894,39,9,58,11,100,98,34,0,0,40,95,9
31,77,334744,39,9,86,93,65,98,56,0,0,40,95,8
22,77,306967,87,10,62,11,65,98,34,0,0,25,95,8
35,77,52187,87,10,62,68,65,98,56,0,0,30,95,8
35,77,101978,39,9,86,93,65,98,56,0,0,50,95,8
35,89,483530,87,10,25,91,96,98,34,0,0,40,95,8
40,77,77357,78,15,58,79,46,98,56,0,0,40,95,9
50,77,149770,60,14,62,79,96,98,34,0,0,40,95,8
48,85,328606,78,15,25,79,96,98,56,14084,0,63,95,9
70,10,172652,60,14,58,10,46,98,56,0,0,8,95,8
46,77,188293,39,9,25,11,65,98,34,0,0,40,95,8
36,77,116608,39,9,25,55,96,98,34,0,0,38,95,8
37,89,348960,17,13,58,79,46,98,56,0,0,36,95,9
24,77,329530,7,5,58,82,46,98,56,0,0,45,61,8
47,54,93476,17,13,86,79,65,98,34,0,0,70,95,8
35,85,195744,39,9,25,23,65,98,56,0,0,50,95,8
43,77,125833,17,13,58,11,46,14,56,0,0,40,97,8
18,89,191117,2,7,62,68,70,98,56,0,0,20,95,8
54,77,311020,39,9,58,68,46,98,56,0,0,50,95,8
62,77,210464,39,9,62,68,67,18,34,0,0,38,95,8
36,77,135289,17,13,58,23,46,98,56,0,0,48,95,9
27,77,156266,7,5,58,32,46,12,56,0,0,40,95,8
23,77,154210,87,10,62,11,67,14,56,0,0,14,81,8
61,10,160625,17,13,58,10,46,98,56,4386,0,15,95,9
39,85,331481,17,13,25,23,65,18,56,0,1669,60,10,8
33,85,249249,5,3,58,23,46,98,56,0,0,50,95,9
28,77,261725,4,2,62,55,65,98,34,0,0,40,61,8
22,77,239612,39,9,62,11,70,98,56,0,0,20,95,8
31,85,226696,16,11,58,32,46,98,56,0,0,60,95,9
26,77,190330,17,13,62,68,65,98,56,0,0,30,95,8
44,77,193755,17,13,25,31,65,98,56,0,0,50,95,9
73,77,192740,17,13,58,79,46,98,56,0,0,30,95,8
44,77,201924,17,13,25,82,96,98,34,0,0,35,95,8
35,77,77146,16,11,25,31,65,98,56,0,0,45,95,8
33,77,126414,17,13,58,68,100,98,34,0,0,40,10,8
27,77,43652,17,13,62,11,65,98,34,0,0,40,95,8
47,33,227244,17,13,58,80,46,18,56,0,0,50,95,9
29,77,160731,39,9,58,23,46,98,56,0,0,45,95,9
33,77,287878,87,10,58,68,100,98,34,0,0,26,95,8
50,77,166758,87,10,25,68,65,98,34,0,0,15,95,8
32,77,183811,39,9,58,41,46,98,56,2829,0,40,95,8
41,85,254818,60,14,25,41,96,98,56,0,0,40,71,8
19,10,220517,87,10,62,10,70,98,34,0,0,35,95,8
45,77,295046,39,9,58,82,46,98,56,0,0,60,95,9
65,77,190568,39,9,99,11,65,98,34,0,810,36,95,8
42,89,211915,87,10,86,91,96,98,34,0,0,40,95,8
33,85,295621,17,13,58,79,46,18,56,0,0,25,95,9
32,77,204567,17,13,58,82,46,98,56,99999,0,60,95,9
42,77,204235,87,10,58,79,46,98,56,0,0,40,95,9
49,77,186982,87,10,86,31,65,98,34,0,0,45,95,9
38,77,133586,39,9,58,80,70,98,56,0,0,45,95,8
38,77,165930,87,10,58,31,46,98,56,0,0,50,95,8
37,77,164898,87,10,58,23,46,98,56,0,0,52,95,8
24,77,278155,87,10,62,55,65,98,56,0,0,30,95,8
27,85,115705,87,10,62,82,65,98,56,0,0,50,95,8
25,77,150553,7,5,59,11,96,14,34,0,0,40,97,8
29,77,185127,39,9,58,82,46,98,56,0,0,50,95,8
46,77,201595,39,9,58,93,46,98,56,0,0,70,95,8
44,84,165815,39,9,58,93,46,98,56,0,0,96,95,8
26,77,102420,17,13,62,82,65,14,34,0,0,40,88,8
46,54,344172,15,12,58,80,46,98,56,0,0,49,95,9
38,77,222450,87,10,86,31,96,98,56,0,0,40,95,8
38,77,212245,87,10,58,23,46,98,56,0,0,40,95,8
22,89,190625,17,13,58,31,46,98,56,0,0,20,95,8
33,77,203488,87,10,25,82,65,98,56,0,0,40,95,8
50,77,304260,15,12,25,11,65,14,56,0,0,40,95,8
31,54,243665,39,9,58,80,46,98,56,0,0,41,95,9
26,85,189238,87,10,62,79,65,98,34,0,0,4,61,8
42,77,77373,87,10,58,41,46,98,56,0,0,38,95,8
27,77,410351,39,9,58,23,46,98,56,0,0,40,95,8
34,77,36385,60,14,58,79,46,98,56,0,0,45,95,9
64,77,110150,39,9,58,80,46,98,56,0,0,40,95,8
43,77,198316,87,10,58,23,46,98,56,0,0,40,95,8
39,77,127772,39,9,58,23,46,98,56,0,0,40,95,8
47,85,199058,78,15,62,79,65,98,56,0,0,40,95,9
56,77,285730,60,14,62,79,65,98,56,0,0,66,95,8
25,54,334133,60,14,62,79,70,98,56,0,0,20,95,8
60,89,97030,17,13,25,31,65,98,34,0,0,35,95,8
52,77,67090,39,9,58,82,46,98,56,0,0,44,95,8
43,77,397963,39,9,25,41,65,98,56,594,0,16,95,8
46,77,182533,17,13,62,11,96,14,34,0,0,40,72,8
19,77,560804,87,10,62,11,70,98,34,0,0,30,95,8
56,77,365050,6,4,62,32,96,18,34,0,0,20,95,8
22,77,110200,17,13,62,79,65,98,56,0,0,40,95,8
28,77,150025,2,7,62,23,65,98,56,0,0,40,10,8
39,77,299828,5,3,86,82,96,18,34,0,0,30,81,8
28,77,109282,87,10,25,79,65,98,56,0,0,40,95,8
31,77,103435,17,13,58,82,46,98,56,0,0,50,95,9
22,77,34747,39,9,62,68,70,98,34,0,0,35,95,8
39,77,137522,39,9,58,55,46,14,56,0,0,40,10,9
39,77,286789,17,13,58,31,46,98,56,0,0,40,95,9
28,85,211032,2,7,62,23,65,98,56,0,0,40,61,8
67,10,192916,39,9,58,10,46,98,56,3818,0,11,95,8
31,77,219318,39,9,62,11,96,98,34,0,0,35,81,8
50,77,112873,17,13,58,82,46,98,56,0,0,40,95,8
34,77,36069,39,9,58,23,46,98,56,3908,0,46,95,8
48,77,73434,39,9,58,11,100,98,34,0,0,40,36,9
51,77,200576,17,13,25,11,65,98,34,0,0,40,95,8
54,77,172962,39,9,58,82,46,98,56,0,0,40,95,8
44,77,44006,16,11,25,93,65,98,56,0,0,40,95,8
20,77,234474,87,10,62,82,70,18,34,0,0,20,95,8
37,77,212826,39,9,58,68,46,18,56,0,0,40,95,8
38,77,234901,87,10,58,79,46,98,56,0,0,40,95,8
59,33,200700,15,12,58,32,46,18,56,0,0,40,95,8
59,85,41258,17,13,58,79,46,98,56,0,0,50,95,8
51,77,249644,87,10,25,23,65,98,56,0,0,48,95,9
60,10,230165,17,13,58,10,46,18,56,0,0,40,95,8
29,77,351731,87,10,58,79,46,98,56,0,0,40,95,8
37,77,114765,87,10,62,55,65,98,34,0,0,40,95,8
42,77,349884,1,6,58,23,46,98,56,0,0,35,95,8
28,84,204247,17,13,58,79,46,98,56,0,0,50,95,9
34,77,143392,39,9,62,82,70,98,34,0,0,40,95,8
50,85,37913,17,13,58,31,46,98,56,0,0,40,50,9
22,84,150683,39,9,62,55,70,98,56,0,0,24,95,8
27,77,207611,39,9,62,68,65,98,34,0,0,52,95,8
45,89,319666,78,15,25,79,96,98,34,0,0,43,95,8
39,77,155961,39,9,25,11,96,18,34,0,0,38,95,8
25,54,117833,17,13,62,79,65,98,34,0,0,35,95,8
63,10,447079,39,9,62,10,65,98,56,0,0,15,95,8
24,84,142404,17,13,58,31,46,98,56,0,0,40,95,9
18,77,155752,39,9,62,55,65,98,34,0,0,30,95,8
19,10,252292,39,9,62,10,70,98,56,0,0,40,95,8
23,77,111450,3,8,62,68,96,18,56,0,0,38,95,8
20,77,528616,5,3,62,68,67,98,56,0,0,40,61,8
17,85,228786,1,6,62,68,70,98,34,0,0,24,95,8
63,84,80572,17,13,58,32,46,98,56,0,0,40,95,9
28,54,180271,17,13,58,41,46,98,56,0,0,65,95,9
51,33,237819,17,13,58,79,46,98,56,0,0,50,95,9
29,77,157612,17,13,62,82,65,98,34,3325,0,45,95,8
64,77,379062,87,10,99,11,96,98,34,0,0,12,95,8
17,77,191910,1,6,62,68,70,98,56,0,0,25,95,8
45,54,326064,87,10,25,11,96,18,34,6497,0,35,95,8
18,77,312353,3,8,62,68,70,18,56,0,0,20,95,8
31,54,213307,39,9,62,11,70,98,34,0,0,40,95,8
48,85,209057,17,13,59,82,70,98,56,0,0,50,95,9
41,77,340148,87,10,62,79,65,98,34,0,0,45,95,8
65,77,154171,78,15,58,79,46,98,56,20051,0,60,95,9
27,77,94064,16,11,25,55,65,98,56,0,0,40,95,8
39,77,119098,16,11,58,31,46,98,56,0,0,40,95,8
51,85,388496,87,10,25,23,65,98,56,0,0,8,81,9
49,77,181363,60,14,58,31,46,98,56,0,0,45,95,9
58,10,210031,39,9,25,10,96,98,56,0,0,40,95,8
36,77,206951,17,13,58,82,46,98,56,0,1902,45,95,9
25,77,485496,39,9,62,55,65,18,34,0,0,40,95,8
41,77,210259,87,10,25,11,96,18,34,0,0,37,95,8
31,77,118551,7,5,25,11,65,98,34,0,0,40,95,8
63,77,180911,2,7,58,80,46,98,56,4386,0,37,95,9
50,89,242517,17,13,25,31,65,98,34,0,0,40,95,8
63,77,298113,87,10,25,68,65,98,56,0,0,40,95,8
44,85,277783,60,14,62,32,70,98,56,0,0,99,95,8
48,77,155862,39,9,25,93,65,98,56,0,0,65,95,8
51,85,171924,87,10,58,82,46,98,56,0,0,50,95,8
18,77,243900,39,9,62,11,70,98,34,0,0,15,95,8
23,77,231160,87,10,62,68,70,98,56,0,0,25,95,8
31,77,356882,39,9,58,55,46,98,56,5013,0,40,95,8
38,77,49020,39,9,58,23,46,98,56,0,0,40,95,8
19,10,105460,87,10,62,10,70,98,56,0,0,20,30,8
56,77,157749,87,10,58,32,46,98,56,0,0,60,95,9
31,77,131568,6,4,25,93,96,98,56,0,0,20,95,8
46,77,332355,87,10,58,11,46,98,56,0,0,40,95,8
39,77,204501,60,14,58,31,46,98,56,0,0,50,95,9
56,54,305767,39,9,58,68,46,14,56,0,0,40,21,8
31,77,129761,39,9,62,31,96,98,34,0,0,40,95,8
42,84,130126,17,13,58,79,46,98,56,0,1977,40,95,9
53,77,102828,39,9,58,31,46,98,56,0,0,35,95,9
18,77,160984,2,7,62,68,70,98,34,0,0,15,95,8
18,10,255282,2,7,62,10,70,18,56,0,1602,48,95,8
20,10,346341,87,10,62,10,65,98,34,0,0,35,95,8
27,77,285897,39,9,58,79,46,98,56,0,1848,45,95,9
31,77,356689,17,13,62,32,65,98,56,0,0,40,95,8
52,33,192386,60,14,58,31,46,98,56,5013,0,40,95,8
46,77,394860,39,9,58,68,46,98,56,0,0,40,95,8
30,77,113129,87,10,62,68,65,98,56,0,0,24,95,8
26,77,55929,17,13,62,68,65,98,34,0,0,40,95,8
48,54,177018,60,14,58,79,46,98,56,0,0,50,95,9
37,77,161141,87,10,58,23,46,98,56,0,0,40,95,9
29,77,309463,7,5,58,23,46,98,56,0,0,40,95,8
49,77,165468,39,9,58,31,46,98,56,7688,0,55,95,9
24,77,49218,39,9,25,55,65,98,56,0,0,40,95,8
74,85,119129,39,9,58,82,46,98,56,0,2149,20,95,8
56,85,162130,5,3,58,31,46,98,56,0,1887,67,95,9
39,33,129573,17,13,62,11,65,98,56,0,1741,40,95,8
21,77,306850,39,9,62,93,70,98,56,0,0,40,95,8
29,77,135296,17,13,62,31,65,98,34,0,2258,45,95,9
43,85,187322,39,9,25,68,96,98,56,0,0,45,95,8
23,77,55674,17,13,62,80,65,98,34,2907,0,40,95,8
26,77,148298,39,9,62,31,65,98,34,0,0,50,95,8
47,77,34845,39,9,58,93,46,98,56,0,0,60,95,8
27,77,200733,39,9,58,55,46,98,56,0,0,55,95,8
45,77,191858,39,9,58,55,46,98,56,0,0,45,95,9
30,77,425528,39,9,62,80,70,98,56,0,0,70,95,8
35,77,44780,87,10,58,11,100,98,34,7688,0,20,95,9
33,77,125856,39,9,58,23,46,98,56,0,0,40,95,8
37,77,100508,39,9,58,23,46,98,56,0,0,40,95,9
21,77,148294,39,9,62,32,70,98,56,0,0,20,95,8
42,77,39324,39,9,58,82,46,98,56,0,0,40,95,8
48,33,147397,39,9,58,11,46,98,56,0,0,36,95,8
46,77,24728,39,9,62,23,65,98,34,0,0,48,95,8
36,77,177616,5,3,86,55,65,98,34,0,0,40,95,8
54,77,163826,39,9,62,79,65,98,56,0,0,40,95,8
25,77,199947,39,9,58,11,100,98,34,0,0,40,95,8
26,54,386949,39,9,25,11,96,98,34,0,0,25,95,8
36,84,116133,39,9,58,93,46,98,56,0,0,57,95,8
56,85,196307,17,13,62,79,65,98,56,0,0,20,95,8
37,77,177181,39,9,58,23,46,98,56,0,0,40,95,8
26,77,324854,17,13,62,79,65,98,34,0,0,40,95,9
23,77,188505,17,13,62,68,70,98,34,0,0,25,95,8
23,89,502316,17,13,62,79,65,98,34,0,0,40,95,8
41,89,26892,17,13,62,11,65,98,56,0,0,40,95,8
55,77,102058,17,13,58,31,46,98,56,0,0,50,95,9
39,77,167728,17,13,58,31,46,98,56,0,0,40,95,9
67,54,233681,15,12,58,31,46,98,56,0,0,35,95,8
60,77,26756,39,9,99,82,65,98,34,0,0,50,95,8
54,77,101890,39,9,99,82,96,98,34,0,0,40,95,8
38,77,192337,60,14,58,79,46,98,56,0,0,40,30,9
47,77,340982,87,10,58,55,46,14,56,3103,0,40,72,9
49,89,102308,17,13,58,79,46,98,56,0,0,42,95,9
19,77,84747,39,9,62,82,70,98,34,0,0,24,95,8
20,77,197752,87,10,62,23,96,98,56,0,0,40,95,8
66,77,185336,39,9,99,82,67,98,34,0,0,35,95,8
22,10,289984,87,10,62,10,65,18,34,0,0,25,95,8
51,85,125417,60,14,58,31,46,98,56,0,0,42,95,9
19,77,278480,87,10,62,31,65,98,56,0,0,40,95,8
36,77,146412,87,10,25,11,96,98,34,0,0,40,95,8
33,77,193042,39,9,58,93,46,98,56,0,0,60,95,9
41,77,53956,17,13,25,82,65,98,56,0,1980,56,95,8
90,77,175491,39,9,58,23,46,98,56,9386,0,50,28,9
78,10,33186,6,4,58,10,46,98,56,0,0,60,95,8
36,77,144154,39,9,25,31,65,98,34,0,0,40,95,8
30,77,194901,78,15,25,82,70,98,56,0,0,55,95,8
35,77,335777,87,10,25,31,65,98,56,0,0,40,61,8
46,77,139268,60,14,58,31,46,98,56,0,0,45,95,9
38,77,33887,39,9,62,55,67,98,56,0,0,40,95,8
24,77,283613,17,13,58,79,46,98,56,0,0,40,95,8
40,77,141245,17,13,58,68,100,98,34,0,0,40,81,8
49,77,298130,6,4,58,55,46,98,56,0,0,40,95,8
19,77,186096,39,9,62,68,70,18,56,0,0,30,95,8
77,77,187656,87,10,99,76,65,98,34,0,0,20,95,8
46,77,102308,39,9,58,41,46,98,56,0,0,56,95,9
41,77,124639,87,10,86,23,65,18,56,0,0,40,95,8
28,77,388112,4,2,62,32,96,98,56,0,0,77,61,8
21,77,109952,39,9,58,23,46,98,56,0,0,40,95,8
24,77,164529,3,8,62,32,70,18,56,0,0,40,95,8
36,77,247750,39,9,58,93,46,18,56,0,0,45,95,8
23,89,103588,87,10,62,11,70,98,56,0,0,25,95,8
38,33,248919,39,9,58,93,46,98,56,0,2051,40,95,8
29,85,178551,39,9,58,23,46,98,56,0,0,40,95,8
38,77,136137,87,10,58,31,67,98,56,0,0,50,95,9
47,33,55377,17,13,62,11,96,18,56,0,0,40,95,9
39,54,177728,60,14,25,79,65,98,34,0,0,40,95,8
40,54,243580,17,13,58,79,46,98,56,0,0,48,95,8
21,10,188535,87,10,62,10,70,98,56,0,0,40,95,8
32,77,63910,39,9,25,11,70,14,34,0,0,40,95,8
23,77,219535,39,9,62,31,70,98,56,0,0,40,95,8
44,89,180609,39,9,58,80,46,98,56,0,0,40,95,8
37,77,59313,87,10,86,68,65,18,56,0,0,40,10,8
70,77,170428,17,13,99,79,96,98,34,0,0,20,81,8
51,77,102615,60,14,58,80,46,98,56,0,1977,40,95,9
66,77,193132,7,5,86,68,65,18,34,0,0,30,95,8
57,84,124137,87,10,58,31,46,98,56,0,0,40,95,8
36,77,136629,87,10,58,55,46,98,56,0,0,40,95,9
48,84,148995,17,13,25,82,65,98,56,0,0,60,95,9
24,10,203076,39,9,58,10,46,98,56,0,0,40,95,8
51,77,63424,60,14,58,79,100,98,34,0,0,40,95,9
43,77,241895,17,13,58,31,46,98,56,0,0,50,95,9
27,77,266973,39,9,58,23,46,98,56,0,0,60,95,8
32,77,188048,17,13,62,11,70,98,34,0,0,40,95,8
20,77,366929,87,10,62,11,70,98,34,0,0,35,95,8
33,77,214129,87,10,25,11,65,98,34,0,0,40,95,8
19,77,250818,87,10,62,11,65,98,56,0,0,40,95,8
32,54,240979,87,10,58,23,46,98,56,0,0,60,95,9
35,77,98283,78,15,62,79,65,14,56,0,0,40,47,9
26,77,104746,39,9,58,23,46,98,56,5013,0,60,95,8
39,77,103710,39,9,62,82,96,98,34,0,0,60,95,8
24,77,159580,17,13,62,68,70,18,34,0,0,75,95,8
45,77,117409,87,10,58,31,46,98,56,0,0,40,95,9
20,77,140001,87,10,62,11,70,98,56,0,0,40,95,8
49,89,31650,17,13,58,79,67,98,34,0,0,45,95,8
35,89,80771,60,14,62,79,65,98,34,0,0,40,95,8
30,77,66278,39,9,62,11,65,98,34,0,0,40,95,8
23,77,107801,87,10,62,11,70,98,34,0,1617,25,95,8
33,77,206609,17,13,58,31,46,98,56,0,0,45,95,8
35,77,282461,39,9,58,93,46,98,56,0,0,50,95,8
31,77,188246,60,14,58,79,46,98,56,0,0,50,95,8
20,77,279763,2,7,62,23,65,18,56,0,0,25,95,8
44,77,467799,39,9,58,23,46,98,56,0,0,40,95,8
33,85,137674,39,9,58,68,46,18,56,0,0,40,95,8
50,77,158284,87,10,58,55,46,98,56,0,0,40,95,8
25,77,204219,39,9,62,11,96,98,34,0,0,40,61,8
28,89,210498,39,9,58,80,46,98,56,0,0,40,95,8
60,33,63526,17,13,58,11,46,18,56,0,0,40,95,9
38,33,216924,16,11,58,23,46,98,56,0,0,40,95,8
38,77,372559,87,10,58,23,46,18,56,0,0,40,95,8
57,33,199114,17,13,62,11,65,98,56,0,2258,40,95,8
50,77,168539,39,9,58,23,46,98,56,0,0,40,95,9
39,54,189911,2,7,25,11,96,98,34,0,0,40,95,8
69,54,61958,39,9,58,23,46,98,56,1424,0,6,95,8
51,89,68898,16,11,25,91,65,98,56,0,2444,39,95,9
42,77,204450,39,9,58,41,46,18,56,0,0,40,95,8
53,77,311350,17,13,58,31,46,98,56,0,0,50,95,9
37,77,113750,17,13,58,41,46,98,56,0,0,40,95,8
37,77,359591,1,6,58,23,46,98,56,0,0,40,95,8
38,77,132879,39,9,58,23,46,98,56,7298,0,50,95,9
20,77,301199,87,10,62,68,70,98,34,0,0,24,95,8
38,89,267540,87,10,86,11,96,18,34,0,0,38,95,8
52,77,185407,16,11,58,23,46,98,56,0,0,48,73,9
48,84,191277,16,11,58,31,46,98,56,0,0,50,95,9
30,77,78980,16,11,58,55,46,98,56,0,0,40,95,9
37,85,241463,39,9,58,31,46,98,56,0,1848,65,95,9
47,77,216999,39,9,58,82,46,98,56,0,0,45,95,8
33,54,120508,17,13,25,80,96,98,34,0,0,60,36,8
33,77,122612,39,9,59,68,65,14,34,0,0,35,92,8
20,77,94057,87,10,62,68,70,98,56,0,0,15,95,8
41,89,197558,17,13,25,31,65,98,56,0,0,40,95,8
32,77,351869,87,10,58,93,46,98,56,0,1485,45,95,9
54,85,121761,39,9,58,31,46,14,56,0,0,50,10,8
36,33,184556,17,13,58,31,100,98,34,0,0,40,95,8
46,77,268281,17,13,62,79,65,98,34,0,0,40,95,8
45,77,235646,17,13,58,31,46,98,56,0,0,40,95,9
18,77,186909,87,10,62,68,70,98,34,0,0,16,95,8
62,77,35783,87,10,58,93,46,98,56,0,0,60,95,8
33,77,188861,39,9,58,55,46,98,56,0,0,40,95,8
42,77,363591,39,9,25,23,96,98,56,0,0,40,95,8
18,77,469921,87,10,62,79,70,98,34,0,0,40,95,8
32,77,51150,16,11,25,11,96,98,34,0,0,40,95,8
43,77,174325,6,4,58,93,46,18,56,0,0,40,95,8
20,77,347530,39,9,62,68,96,18,34,0,0,25,95,8
50,77,72351,17,13,25,82,65,98,56,0,0,45,95,8
42,54,185129,26,16,58,31,46,98,56,0,0,43,10,9
36,77,188571,39,9,58,23,46,98,56,0,0,40,95,8
22,77,255252,39,9,62,23,70,98,56,0,0,40,95,8
30,77,291951,39,9,58,23,46,18,56,0,0,40,95,8
33,85,223046,39,9,62,23,65,98,56,0,0,40,95,8
43,54,37937,15,12,58,91,46,98,56,0,0,43,95,8
38,77,295127,87,10,58,55,46,98,56,0,0,40,95,8
34,54,183801,17,13,62,68,65,98,56,0,0,14,95,8
40,77,116218,87,10,86,11,96,98,34,0,0,45,95,8
40,77,143069,39,9,58,55,46,98,56,0,0,40,95,8
41,54,235951,78,15,58,79,46,98,56,0,0,50,95,9
57,77,112840,87,10,58,82,46,98,56,0,0,50,95,9
65,54,146454,60,14,58,79,46,98,56,0,1648,4,37,8
52,33,43705,87,10,58,68,46,98,56,0,0,50,95,8
59,77,122283,78,15,58,79,46,14,56,99999,0,40,47,9
18,77,376647,39,9,62,41,70,98,56,2176,0,25,95,8
48,77,101299,15,12,58,79,46,98,56,0,0,45,95,8
45,77,96798,5,3,25,93,96,98,56,0,0,40,95,8
24,77,194654,39,9,58,80,46,98,56,0,0,40,95,8
27,89,206889,15,12,62,80,65,98,56,0,0,40,95,8
40,77,226902,60,14,58,31,46,98,56,15024,0,50,95,9
44,89,150755,17,13,58,11,46,98,56,5013,0,40,95,8
24,77,200679,39,9,62,32,70,18,56,0,0,50,95,8
71,77,183678,78,15,58,79,46,98,56,0,0,16,95,8
17,77,33138,3,8,62,82,70,98,56,0,0,40,95,8
57,85,57071,87,10,58,23,46,98,56,3137,0,40,95,8
71,10,35303,17,13,58,10,46,98,56,9386,0,30,95,9
37,77,188576,26,16,58,79,46,14,56,0,0,40,10,8
33,77,169496,39,9,58,41,46,98,56,0,0,40,95,8
41,77,58124,39,9,58,68,46,98,56,0,0,40,95,8
25,77,356344,17,13,62,11,70,98,34,0,0,40,95,8
42,85,444134,39,9,58,32,46,98,56,0,0,15,95,8
18,10,340117,2,7,62,10,96,18,34,0,0,50,95,8
34,77,219619,39,9,62,41,65,98,56,0,0,40,95,8
57,10,334585,1,6,58,10,100,98,34,0,0,40,95,8
27,54,331046,17,13,62,79,65,98,34,0,0,45,95,8
46,10,443179,17,13,25,10,65,98,34,0,0,8,95,8
64,10,239529,2,7,99,10,65,98,34,3674,0,35,95,8
24,77,100345,17,13,62,79,70,98,56,0,0,20,95,8
23,77,205653,17,13,62,41,70,98,56,0,0,30,95,8
33,77,112383,87,10,58,79,46,98,56,0,0,40,95,8
